# ratings of documents by expert and novice judges
"ID" "annID" "docID" "round" "presentation.order" "rating" "ranking" "Naive.Expert"
"2498" "subj70" "doc192" 34 8 5 2 "expert"
"2499" "subj70" "doc007" 34 9 2 10 "expert"
"2500" "subj70" "doc250" 34 10 5 3 "expert"
"2501" "subj70" "doc465" 35 1 5 1 "expert"
"2502" "subj70" "doc230" 35 2 2 8 "expert"
"2503" "subj70" "doc134" 35 3 5 2 "expert"
"2504" "subj70" "doc539" 35 4 4 5 "expert"
"2505" "subj70" "doc309" 35 5 2 9 "expert"
"2506" "subj70" "doc148" 35 6 4 4 "expert"
"2507" "subj70" "doc418" 35 7 3 7 "expert"
"2508" "subj70" "doc203" 35 8 2 10 "expert"
"2509" "subj70" "doc320" 35 9 5 3 "expert"
"2510" "subj70" "doc421" 35 10 3 6 "expert"
"2511" "subj70" "doc255" 36 1 1 9 "expert"
"2512" "subj70" "doc100" 36 2 4 6 "expert"
"2513" "subj70" "doc412" 36 3 5 1 "expert"
"2514" "subj70" "doc219" 36 4 5 2 "expert"
"2515" "subj70" "doc163" 36 5 5 3 "expert"
"2516" "subj70" "doc280" 36 6 1 10 "expert"
"2517" "subj70" "doc424" 36 7 2 8 "expert"
"2518" "subj70" "doc130" 36 8 5 4 "expert"
"2519" "subj70" "doc520" 36 9 5 5 "expert"
"2520" "subj70" "doc099" 36 10 3 7 "expert"
"2521" "subj70" "doc265" 37 1 5 1 "expert"
"2522" "subj70" "doc144" 37 2 5 2 "expert"
"2523" "subj70" "doc499" 37 3 4 6 "expert"
"2524" "subj70" "doc004" 37 4 5 3 "expert"
"2525" "subj70" "doc210" 37 5 4 7 "expert"
"2526" "subj70" "doc448" 37 6 5 4 "expert"
"2527" "subj70" "doc080" 37 7 3 9 "expert"
"2528" "subj70" "doc003" 37 8 5 5 "expert"
"2529" "subj70" "doc164" 37 9 4 8 "expert"
"2530" "subj70" "doc315" 37 10 3 10 "expert"
"2531" "subj70" "doc161" 38 1 4 5 "expert"
"2532" "subj70" "doc047" 38 2 5 1 "expert"
"2533" "subj70" "doc180" 38 3 5 2 "expert"
"2534" "subj70" "doc237" 38 4 4 6 "expert"
"2535" "subj70" "doc525" 38 5 4 7 "expert"
"2536" "subj70" "doc445" 38 6 3 9 "expert"
"2537" "subj70" "doc413" 38 7 5 3 "expert"
"2538" "subj70" "doc352" 38 8 5 4 "expert"
"2539" "subj70" "doc006" 38 9 4 8 "expert"
"2540" "subj70" "doc345" 38 10 2 10 "expert"
"2541" "subj70" "doc122" 39 1 4 7 "expert"
"2542" "subj70" "doc325" 39 2 3 8 "expert"
"2543" "subj70" "doc058" 39 3 5 2 "expert"
"2544" "subj70" "doc228" 39 4 4 3 "expert"
"2545" "subj70" "doc147" 39 5 5 1 "expert"
"2546" "subj70" "doc332" 39 6 2 10 "expert"
"2547" "subj70" "doc415" 39 7 4 4 "expert"
"2548" "subj70" "doc285" 39 8 4 5 "expert"
"2549" "subj70" "doc066" 39 9 4 6 "expert"
"2550" "subj70" "doc009" 39 10 3 9 "expert"
"2551" "subj70" "doc426" 40 1 4 5 "expert"
"2552" "subj70" "doc158" 40 2 5 3 "expert"
"2553" "subj70" "doc283" 40 3 4 6 "expert"
"2554" "subj70" "doc179" 40 4 4 10 "expert"
"2555" "subj70" "doc217" 40 5 5 4 "expert"
"2556" "subj70" "doc404" 40 6 4 7 "expert"
"2557" "subj70" "doc323" 40 7 5 1 "expert"
"2558" "subj70" "doc235" 40 8 4 9 "expert"
"2559" "subj70" "doc042" 40 9 5 2 "expert"
"2560" "subj70" "doc517" 40 10 4 8 "expert"
"2561" "subj70" "doc471" 41 1 4 4 "expert"
"2562" "subj70" "doc476" 41 2 5 3 "expert"
"2563" "subj70" "doc172" 41 3 4 5 "expert"
"2564" "subj70" "doc438" 41 4 5 2 "expert"
"2565" "subj70" "doc068" 41 5 3 8 "expert"
"2566" "subj70" "doc485" 41 6 4 6 "expert"
"2567" "subj70" "doc431" 41 7 4 7 "expert"
"2568" "subj70" "doc526" 41 8 3 9 "expert"
"2569" "subj70" "doc359" 41 9 2 10 "expert"
"2570" "subj70" "doc154" 41 10 5 1 "expert"
"2571" "subj70" "doc375" 42 1 4 10 "expert"
"2572" "subj70" "doc214" 42 2 5 3 "expert"
"2573" "subj70" "doc236" 42 3 5 5 "expert"
"2574" "subj70" "doc312" 42 4 5 1 "expert"
"2575" "subj70" "doc240" 42 5 4 8 "expert"
"2576" "subj70" "doc338" 42 6 4 9 "expert"
"2577" "subj70" "doc322" 42 7 5 2 "expert"
"2578" "subj70" "doc018" 42 8 5 4 "expert"
"2579" "subj70" "doc082" 42 9 5 6 "expert"
"2580" "subj70" "doc229" 42 10 5 7 "expert"
"2581" "subj70" "doc314" 43 1 4 8 "expert"
"2582" "subj70" "doc303" 43 2 5 1 "expert"
"2583" "subj70" "doc041" 43 3 3 10 "expert"
"2584" "subj70" "doc361" 43 4 4 4 "expert"
"2585" "subj70" "doc032" 43 5 4 5 "expert"
"2586" "subj70" "doc537" 43 6 4 6 "expert"
"2587" "subj70" "doc509" 43 7 3 9 "expert"
"2588" "subj70" "doc457" 43 8 5 2 "expert"
"2589" "subj70" "doc093" 43 9 5 3 "expert"
"2590" "subj70" "doc523" 43 10 4 7 "expert"
"2591" "subj70" "doc178" 44 1 3 7 "expert"
"2592" "subj70" "doc167" 44 2 5 3 "expert"
"2593" "subj70" "doc248" 44 3 5 4 "expert"
"2594" "subj70" "doc133" 44 4 3 8 "expert"
"2595" "subj70" "doc005" 44 5 3 9 "expert"
"2596" "subj70" "doc168" 44 6 5 2 "expert"
"2597" "subj70" "doc397" 44 7 2 10 "expert"
"2598" "subj70" "doc302" 44 8 4 5 "expert"
"2599" "subj70" "doc500" 44 9 4 6 "expert"
"2600" "subj70" "doc010" 44 10 5 1 "expert"
"2601" "subj70" "doc524" 45 1 2 8 "expert"
"2602" "subj70" "doc271" 45 2 5 1 "expert"
"2603" "subj70" "doc489" 45 3 4 4 "expert"
"2604" "subj70" "doc189" 45 4 4 5 "expert"
"2605" "subj70" "doc368" 45 5 1 9 "expert"
"2606" "subj70" "doc360" 45 6 1 10 "expert"
"2607" "subj70" "doc410" 45 7 5 2 "expert"
"2608" "subj70" "doc510" 45 8 4 6 "expert"
"2609" "subj70" "doc439" 45 9 5 3 "expert"
"2610" "subj70" "doc419" 45 10 4 7 "expert"
"2611" "subj70" "doc087" 46 1 5 3 "expert"
"2612" "subj70" "doc019" 46 2 5 4 "expert"
"2613" "subj70" "doc337" 46 3 5 2 "expert"
"2614" "subj70" "doc157" 46 4 4 7 "expert"
"2615" "subj70" "doc407" 46 5 3 9 "expert"
"2616" "subj70" "doc223" 46 6 2 10 "expert"
"2617" "subj70" "doc029" 46 7 4 6 "expert"
"2618" "subj70" "doc104" 46 8 5 5 "expert"
"2619" "subj70" "doc111" 46 9 4 8 "expert"
"2620" "subj70" "doc001" 46 10 5 1 "expert"
"2621" "subj70" "doc392" 47 1 4 5 "expert"
"2622" "subj70" "doc135" 47 2 5 1 "expert"
"2623" "subj70" "doc289" 47 3 2 10 "expert"
"2624" "subj70" "doc272" 47 4 5 3 "expert"
"2625" "subj70" "doc011" 47 5 4 6 "expert"
"2626" "subj70" "doc377" 47 6 4 7 "expert"
"2627" "subj70" "doc278" 47 7 5 2 "expert"
"2628" "subj70" "doc259" 47 8 5 4 "expert"
"2629" "subj70" "doc268" 47 9 3 9 "expert"
"2630" "subj70" "doc282" 47 10 4 8 "expert"
"2631" "subj70" "doc277" 48 1 5 1 "expert"
"2632" "subj70" "doc428" 48 2 3 9 "expert"
"2633" "subj70" "doc376" 48 3 5 6 "expert"
"2634" "subj70" "doc054" 48 4 5 2 "expert"
"2635" "subj70" "doc201" 48 5 5 3 "expert"
"2636" "subj70" "doc430" 48 6 4 8 "expert"
"2637" "subj70" "doc434" 48 7 5 7 "expert"
"2638" "subj70" "doc290" 48 8 3 10 "expert"
"2639" "subj70" "doc530" 48 9 5 5 "expert"
"2640" "subj70" "doc447" 48 10 5 4 "expert"
"2641" "subj70" "doc440" 49 1 1 10 "expert"
"2642" "subj70" "doc094" 49 2 4 5 "expert"
"2643" "subj70" "doc538" 49 3 5 3 "expert"
"2644" "subj70" "doc076" 49 4 2 9 "expert"
"2645" "subj70" "doc298" 49 5 5 2 "expert"
"2646" "subj70" "doc227" 49 6 5 1 "expert"
"2647" "subj70" "doc276" 49 7 4 7 "expert"
"2648" "subj70" "doc200" 49 8 5 4 "expert"
"2649" "subj70" "doc454" 49 9 3 8 "expert"
"2650" "subj70" "doc379" 49 10 4 6 "expert"
"2651" "subj70" "doc514" 50 1 5 1 "expert"
"2652" "subj70" "doc349" 50 2 3 8 "expert"
"2653" "subj70" "doc350" 50 3 4 6 "expert"
"2654" "subj70" "doc101" 50 4 3 9 "expert"
"2655" "subj70" "doc113" 50 5 4 4 "expert"
"2656" "subj70" "doc409" 50 6 3 7 "expert"
"2657" "subj70" "doc090" 50 7 5 2 "expert"
"2658" "subj70" "doc002" 50 8 4 5 "expert"
"2659" "subj70" "doc027" 50 9 1 10 "expert"
"2660" "subj70" "doc146" 50 10 4 3 "expert"
"2661" "subj70" "doc491" 51 1 2 8 "expert"
"2662" "subj70" "doc452" 51 2 4 3 "expert"
"2663" "subj70" "doc132" 51 3 1 10 "expert"
"2664" "subj70" "doc402" 51 4 4 4 "expert"
"2665" "subj70" "doc393" 51 5 4 5 "expert"
"2666" "subj70" "doc187" 51 6 5 2 "expert"
"2667" "subj70" "doc467" 51 7 1 9 "expert"
"2668" "subj70" "doc105" 51 8 3 6 "expert"
"2669" "subj70" "doc020" 51 9 5 1 "expert"
"2670" "subj70" "doc173" 51 10 3 7 "expert"
"2671" "subj70" "doc232" 52 1 4 4 "expert"
"2672" "subj70" "doc484" 52 2 5 3 "expert"
"2673" "subj70" "doc258" 52 3 4 5 "expert"
"2674" "subj70" "doc357" 52 4 5 2 "expert"
"2675" "subj70" "doc395" 52 5 4 6 "expert"
"2676" "subj70" "doc493" 52 6 3 7 "expert"
"2677" "subj70" "doc117" 52 7 2 9 "expert"
"2678" "subj70" "doc207" 52 8 5 1 "expert"
"2679" "subj70" "doc063" 52 9 3 8 "expert"
"2680" "subj70" "doc102" 52 10 1 10 "expert"
"2681" "subj70" "doc390" 53 1 4 5 "expert"
"2682" "subj70" "doc365" 53 2 5 1 "expert"
"2683" "subj70" "doc266" 53 3 1 10 "expert"
"2684" "subj70" "doc196" 53 4 2 9 "expert"
"2685" "subj70" "doc043" 53 5 3 8 "expert"
"2686" "subj70" "doc474" 53 6 3 7 "expert"
"2687" "subj70" "doc239" 53 7 5 3 "expert"
"2688" "subj70" "doc529" 53 8 5 2 "expert"
"2689" "subj70" "doc191" 53 9 5 4 "expert"
"2690" "subj70" "doc319" 53 10 4 6 "expert"
"2691" "subj70" "doc225" 54 1 3 7 "expert"
"2692" "subj70" "doc014" 54 2 5 3 "expert"
"2693" "subj70" "doc284" 54 3 2 9 "expert"
"2694" "subj70" "doc176" 54 4 3 8 "expert"
"2695" "subj70" "doc483" 54 5 5 1 "expert"
"2696" "subj70" "doc341" 54 6 4 5 "expert"
"2697" "subj70" "doc463" 54 7 4 6 "expert"
"2698" "subj70" "doc035" 54 8 2 10 "expert"
"2699" "subj70" "doc472" 54 9 5 2 "expert"
"2700" "subj70" "doc016" 54 10 4 4 "expert"
"2701" "subj71" "doc060" 1 1 4 3 "expert"
"2702" "subj71" "doc460" 1 2 4 6 "expert"
"2703" "subj71" "doc212" 1 3 5 2 "expert"
"2704" "subj71" "doc327" 1 4 4 4 "expert"
"2705" "subj71" "doc532" 1 5 1 10 "expert"
"2706" "subj71" "doc161" 1 6 2 9 "expert"
"2707" "subj71" "doc137" 1 7 4 5 "expert"
"2708" "subj71" "doc358" 1 8 5 1 "expert"
"2709" "subj71" "doc201" 1 9 3 8 "expert"
"2710" "subj71" "doc316" 1 10 3 7 "expert"
"2711" "subj71" "doc160" 2 1 5 2 "expert"
"2712" "subj71" "doc034" 2 2 4 4 "expert"
"2713" "subj71" "doc366" 2 3 4 6 "expert"
"2714" "subj71" "doc219" 2 4 4 8 "expert"
"2715" "subj71" "doc049" 2 5 5 1 "expert"
"2716" "subj71" "doc521" 2 6 4 7 "expert"
"2717" "subj71" "doc347" 2 7 4 9 "expert"
"2718" "subj71" "doc419" 2 8 4 3 "expert"
"2719" "subj71" "doc125" 2 9 1 10 "expert"
"2720" "subj71" "doc329" 2 10 4 5 "expert"
"2721" "subj71" "doc361" 3 1 4 6 "expert"
"2722" "subj71" "doc186" 3 2 4 7 "expert"
"2723" "subj71" "doc328" 3 3 3 9 "expert"
"2724" "subj71" "doc210" 3 4 4 4 "expert"
"2725" "subj71" "doc159" 3 5 4 3 "expert"
"2726" "subj71" "doc393" 3 6 3 8 "expert"
"2727" "subj71" "doc001" 3 7 5 2 "expert"
"2728" "subj71" "doc369" 3 8 1 10 "expert"
"2729" "subj71" "doc520" 3 9 4 5 "expert"
"2730" "subj71" "doc355" 3 10 5 1 "expert"
"2731" "subj71" "doc251" 4 1 4 8 "expert"
"2732" "subj71" "doc311" 4 2 4 9 "expert"
"2733" "subj71" "doc289" 4 3 3 10 "expert"
"2734" "subj71" "doc242" 4 4 4 5 "expert"
"2735" "subj71" "doc496" 4 5 4 6 "expert"
"2736" "subj71" "doc158" 4 6 4 7 "expert"
"2737" "subj71" "doc376" 4 7 5 1 "expert"
"2738" "subj71" "doc469" 4 8 5 2 "expert"
"2739" "subj71" "doc302" 4 9 5 3 "expert"
"2740" "subj71" "doc069" 4 10 5 4 "expert"
"2741" "subj71" "doc375" 5 1 4 3 "expert"
"2742" "subj71" "doc409" 5 2 4 7 "expert"
"2743" "subj71" "doc028" 5 3 2 9 "expert"
"2744" "subj71" "doc447" 5 4 4 4 "expert"
"2745" "subj71" "doc066" 5 5 4 5 "expert"
"2746" "subj71" "doc237" 5 6 5 1 "expert"
"2747" "subj71" "doc466" 5 7 4 6 "expert"
"2748" "subj71" "doc518" 5 8 1 10 "expert"
"2749" "subj71" "doc109" 5 9 5 2 "expert"
"2750" "subj71" "doc457" 5 10 4 8 "expert"
"2751" "subj71" "doc421" 6 1 4 3 "expert"
"2752" "subj71" "doc280" 6 2 1 10 "expert"
"2753" "subj71" "doc290" 6 3 3 8 "expert"
"2754" "subj71" "doc044" 6 4 3 7 "expert"
"2755" "subj71" "doc479" 6 5 3 9 "expert"
"2756" "subj71" "doc246" 6 6 5 1 "expert"
"2757" "subj71" "doc432" 6 7 5 2 "expert"
"2758" "subj71" "doc341" 6 8 4 4 "expert"
"2759" "subj71" "doc527" 6 9 4 5 "expert"
"2760" "subj71" "doc408" 6 10 4 6 "expert"
"2761" "subj71" "doc303" 7 1 5 3 "expert"
"2762" "subj71" "doc050" 7 2 5 5 "expert"
"2763" "subj71" "doc305" 7 3 5 1 "expert"
"2764" "subj71" "doc498" 7 4 5 4 "expert"
"2765" "subj71" "doc052" 7 5 4 9 "expert"
"2766" "subj71" "doc153" 7 6 4 7 "expert"
"2767" "subj71" "doc417" 7 7 4 6 "expert"
"2768" "subj71" "doc517" 7 8 4 8 "expert"
"2769" "subj71" "doc437" 7 9 2 10 "expert"
"2770" "subj71" "doc490" 7 10 5 2 "expert"
"2771" "subj71" "doc362" 8 1 4 6 "expert"
"2772" "subj71" "doc318" 8 2 4 5 "expert"
"2773" "subj71" "doc025" 8 3 5 2 "expert"
"2774" "subj71" "doc321" 8 4 5 1 "expert"
"2775" "subj71" "doc119" 8 5 4 9 "expert"
"2776" "subj71" "doc179" 8 6 4 7 "expert"
"2777" "subj71" "doc100" 8 7 5 3 "expert"
"2778" "subj71" "doc026" 8 8 5 4 "expert"
"2779" "subj71" "doc253" 8 9 3 10 "expert"
"2780" "subj71" "doc438" 8 10 4 8 "expert"
"2781" "subj71" "doc165" 9 1 4 6 "expert"
"2782" "subj71" "doc531" 9 2 4 9 "expert"
"2783" "subj71" "doc154" 9 3 5 2 "expert"
"2784" "subj71" "doc529" 9 4 4 8 "expert"
"2785" "subj71" "doc277" 9 5 5 3 "expert"
"2786" "subj71" "doc414" 9 6 4 7 "expert"
"2787" "subj71" "doc346" 9 7 5 1 "expert"
"2788" "subj71" "doc207" 9 8 5 5 "expert"
"2789" "subj71" "doc248" 9 9 5 4 "expert"
"2790" "subj71" "doc440" 9 10 2 10 "expert"
"2791" "subj71" "doc403" 10 1 5 1 "expert"
"2792" "subj71" "doc456" 10 2 5 2 "expert"
"2793" "subj71" "doc037" 10 3 5 5 "expert"
"2794" "subj71" "doc138" 10 4 5 3 "expert"
"2795" "subj71" "doc075" 10 5 4 8 "expert"
"2796" "subj71" "doc102" 10 6 2 10 "expert"
"2797" "subj71" "doc411" 10 7 5 6 "expert"
"2798" "subj71" "doc506" 10 8 5 4 "expert"
"2799" "subj71" "doc431" 10 9 4 9 "expert"
"2800" "subj71" "doc534" 10 10 5 7 "expert"
"2801" "subj71" "doc477" 11 1 4 4 "expert"
"2802" "subj71" "doc415" 11 2 5 1 "expert"
"2803" "subj71" "doc395" 11 3 4 8 "expert"
"2804" "subj71" "doc118" 11 4 3 9 "expert"
"2805" "subj71" "doc470" 11 5 4 6 "expert"
"2806" "subj71" "doc193" 11 6 4 5 "expert"
"2807" "subj71" "doc413" 11 7 4 7 "expert"
"2808" "subj71" "doc114" 11 8 5 3 "expert"
"2809" "subj71" "doc474" 11 9 2 10 "expert"
"2810" "subj71" "doc215" 11 10 5 2 "expert"
"2811" "subj71" "doc402" 12 1 5 5 "expert"
"2812" "subj71" "doc372" 12 2 4 6 "expert"
"2813" "subj71" "doc116" 12 3 2 10 "expert"
"2814" "subj71" "doc243" 12 4 5 2 "expert"
"2815" "subj71" "doc281" 12 5 5 3 "expert"
"2816" "subj71" "doc174" 12 6 5 4 "expert"
"2817" "subj71" "doc133" 12 7 4 7 "expert"
"2818" "subj71" "doc353" 12 8 5 1 "expert"
"2819" "subj71" "doc185" 12 9 4 8 "expert"
"2820" "subj71" "doc166" 12 10 3 9 "expert"
"2821" "subj71" "doc445" 13 1 1 10 "expert"
"2822" "subj71" "doc385" 13 2 4 5 "expert"
"2823" "subj71" "doc241" 13 3 5 1 "expert"
"2824" "subj71" "doc536" 13 4 5 3 "expert"
"2825" "subj71" "doc509" 13 5 3 9 "expert"
"2826" "subj71" "doc306" 13 6 3 8 "expert"
"2827" "subj71" "doc046" 13 7 5 2 "expert"
"2828" "subj71" "doc229" 13 8 5 4 "expert"
"2829" "subj71" "doc084" 13 9 4 6 "expert"
"2830" "subj71" "doc071" 13 10 4 7 "expert"
"2831" "subj71" "doc471" 14 1 5 2 "expert"
"2832" "subj71" "doc350" 14 2 4 5 "expert"
"2833" "subj71" "doc301" 14 3 5 4 "expert"
"2834" "subj71" "doc351" 14 4 4 6 "expert"
"2835" "subj71" "doc022" 14 5 3 9 "expert"
"2836" "subj71" "doc204" 14 6 4 7 "expert"
"2837" "subj71" "doc381" 14 7 5 1 "expert"
"2838" "subj71" "doc111" 14 8 4 8 "expert"
"2839" "subj71" "doc312" 14 9 5 3 "expert"
"2840" "subj71" "doc309" 14 10 1 10 "expert"
"2841" "subj71" "doc197" 15 1 4 9 "expert"
"2842" "subj71" "doc391" 15 2 5 1 "expert"
"2843" "subj71" "doc249" 15 3 5 4 "expert"
"2844" "subj71" "doc222" 15 4 4 8 "expert"
"2845" "subj71" "doc184" 15 5 5 6 "expert"
"2846" "subj71" "doc514" 15 6 5 7 "expert"
"2847" "subj71" "doc258" 15 7 5 2 "expert"
"2848" "subj71" "doc003" 15 8 5 3 "expert"
"2849" "subj71" "doc439" 15 9 4 10 "expert"
"2850" "subj71" "doc136" 15 10 5 5 "expert"
"2851" "subj71" "doc140" 16 1 5 1 "expert"
"2852" "subj71" "doc367" 16 2 5 2 "expert"
"2853" "subj71" "doc101" 16 3 3 8 "expert"
"2854" "subj71" "doc177" 16 4 2 10 "expert"
"2855" "subj71" "doc528" 16 5 4 5 "expert"
"2856" "subj71" "doc218" 16 6 5 3 "expert"
"2857" "subj71" "doc273" 16 7 5 4 "expert"
"2858" "subj71" "doc095" 16 8 4 6 "expert"
"2859" "subj71" "doc275" 16 9 4 7 "expert"
"2860" "subj71" "doc538" 16 10 3 9 "expert"
"2861" "subj71" "doc298" 17 1 5 1 "expert"
"2862" "subj71" "doc354" 17 2 5 2 "expert"
"2863" "subj71" "doc370" 17 3 5 3 "expert"
"2864" "subj71" "doc103" 17 4 4 8 "expert"
"2865" "subj71" "doc399" 17 5 5 4 "expert"
"2866" "subj71" "doc007" 17 6 4 9 "expert"
"2867" "subj71" "doc508" 17 7 5 5 "expert"
"2868" "subj71" "doc449" 17 8 4 7 "expert"
"2869" "subj71" "doc230" 17 9 4 10 "expert"
"2870" "subj71" "doc324" 17 10 4 6 "expert"
"2871" "subj71" "doc089" 18 1 4 3 "expert"
"2872" "subj71" "doc515" 18 2 4 4 "expert"
"2873" "subj71" "doc259" 18 3 4 6 "expert"
"2874" "subj71" "doc081" 18 4 4 10 "expert"
"2875" "subj71" "doc047" 18 5 5 1 "expert"
"2876" "subj71" "doc459" 18 6 5 2 "expert"
"2877" "subj71" "doc062" 18 7 4 8 "expert"
"2878" "subj71" "doc296" 18 8 4 5 "expert"
"2879" "subj71" "doc072" 18 9 4 7 "expert"
"2880" "subj71" "doc063" 18 10 4 9 "expert"
"2881" "subj71" "doc234" 19 1 4 5 "expert"
"2882" "subj71" "doc383" 19 2 3 8 "expert"
"2883" "subj71" "doc344" 19 3 4 6 "expert"
"2884" "subj71" "doc208" 19 4 2 9 "expert"
"2885" "subj71" "doc464" 19 5 5 3 "expert"
"2886" "subj71" "doc199" 19 6 5 1 "expert"
"2887" "subj71" "doc295" 19 7 4 7 "expert"
"2888" "subj71" "doc379" 19 8 5 2 "expert"
"2889" "subj71" "doc238" 19 9 1 10 "expert"
"2890" "subj71" "doc090" 19 10 4 4 "expert"
"2891" "subj71" "doc085" 20 1 4 9 "expert"
"2892" "subj71" "doc294" 20 2 5 2 "expert"
"2893" "subj71" "doc134" 20 3 4 8 "expert"
"2894" "subj71" "doc152" 20 4 5 3 "expert"
"2895" "subj71" "doc054" 20 5 4 10 "expert"
"2896" "subj71" "doc162" 20 6 4 7 "expert"
"2897" "subj71" "doc254" 20 7 5 5 "expert"
"2898" "subj71" "doc018" 20 8 5 6 "expert"
"2899" "subj71" "doc190" 20 9 5 4 "expert"
"2900" "subj71" "doc167" 20 10 5 1 "expert"
"2901" "subj71" "doc183" 21 1 5 5 "expert"
"2902" "subj71" "doc217" 21 2 5 6 "expert"
"2903" "subj71" "doc394" 21 3 1 10 "expert"
"2904" "subj71" "doc164" 21 4 2 8 "expert"
"2905" "subj71" "doc147" 21 5 5 1 "expert"
"2906" "subj71" "doc319" 21 6 4 7 "expert"
"2907" "subj71" "doc027" 21 7 1 9 "expert"
"2908" "subj71" "doc323" 21 8 5 2 "expert"
"2909" "subj71" "doc433" 21 9 5 4 "expert"
"2910" "subj71" "doc339" 21 10 5 3 "expert"
"2911" "subj71" "doc492" 22 1 5 2 "expert"
"2912" "subj71" "doc017" 22 2 4 4 "expert"
"2913" "subj71" "doc475" 22 3 4 8 "expert"
"2914" "subj71" "doc098" 22 4 4 7 "expert"
"2915" "subj71" "doc135" 22 5 4 6 "expert"
"2916" "subj71" "doc155" 22 6 4 5 "expert"
"2917" "subj71" "doc276" 22 7 2 10 "expert"
"2918" "subj71" "doc264" 22 8 5 3 "expert"
"2919" "subj71" "doc261" 22 9 5 1 "expert"
"2920" "subj71" "doc504" 22 10 4 9 "expert"
"2921" "subj71" "doc398" 23 1 1 8 "expert"
"2922" "subj71" "doc198" 23 2 5 3 "expert"
"2923" "subj71" "doc122" 23 3 4 7 "expert"
"2924" "subj71" "doc257" 23 4 1 10 "expert"
"2925" "subj71" "doc510" 23 5 4 6 "expert"
"2926" "subj71" "doc285" 23 6 5 2 "expert"
"2927" "subj71" "doc068" 23 7 5 1 "expert"
"2928" "subj71" "doc232" 23 8 4 4 "expert"
"2929" "subj71" "doc059" 23 9 4 5 "expert"
"2930" "subj71" "doc368" 23 10 1 9 "expert"
"2931" "subj71" "doc467" 24 1 1 10 "expert"
"2932" "subj71" "doc040" 24 2 4 5 "expert"
"2933" "subj71" "doc239" 24 3 5 4 "expert"
"2934" "subj71" "doc194" 24 4 5 1 "expert"
"2935" "subj71" "doc107" 24 5 4 6 "expert"
"2936" "subj71" "doc356" 24 6 1 9 "expert"
"2937" "subj71" "doc428" 24 7 3 8 "expert"
"2938" "subj71" "doc127" 24 8 5 3 "expert"
"2939" "subj71" "doc130" 24 9 4 7 "expert"
"2940" "subj71" "doc247" 24 10 5 2 "expert"
"2941" "subj71" "doc004" 25 1 4 8 "expert"
"2942" "subj71" "doc145" 25 2 4 10 "expert"
"2943" "subj71" "doc434" 25 3 5 3 "expert"
"2944" "subj71" "doc422" 25 4 5 4 "expert"
"2945" "subj71" "doc357" 25 5 5 5 "expert"
"2946" "subj71" "doc495" 25 6 4 6 "expert"
"2947" "subj71" "doc540" 25 7 5 2 "expert"
"2948" "subj71" "doc020" 25 8 5 1 "expert"
"2949" "subj71" "doc380" 25 9 4 7 "expert"
"2950" "subj71" "doc382" 25 10 4 9 "expert"
"2951" "subj71" "doc086" 26 1 4 4 "expert"
"2952" "subj71" "doc524" 26 2 1 10 "expert"
"2953" "subj71" "doc308" 26 3 5 2 "expert"
"2954" "subj71" "doc485" 26 4 4 6 "expert"
"2955" "subj71" "doc307" 26 5 5 1 "expert"
"2956" "subj71" "doc442" 26 6 5 3 "expert"
"2957" "subj71" "doc465" 26 7 4 5 "expert"
"2958" "subj71" "doc266" 26 8 3 9 "expert"
"2959" "subj71" "doc493" 26 9 4 7 "expert"
"2960" "subj71" "doc019" 26 10 4 8 "expert"
"2961" "subj71" "doc033" 27 1 4 7 "expert"
"2962" "subj71" "doc056" 27 2 4 6 "expert"
"2963" "subj71" "doc416" 27 3 5 3 "expert"
"2964" "subj71" "doc096" 27 4 5 1 "expert"
"2965" "subj71" "doc468" 27 5 5 2 "expert"
"2966" "subj71" "doc092" 27 6 4 9 "expert"
"2967" "subj71" "doc042" 27 7 5 4 "expert"
"2968" "subj71" "doc503" 27 8 5 5 "expert"
"2969" "subj71" "doc349" 27 9 4 10 "expert"
"2970" "subj71" "doc274" 27 10 4 8 "expert"
"2971" "subj71" "doc142" 28 1 5 1 "expert"
"2972" "subj71" "doc214" 28 2 5 2 "expert"
"2973" "subj71" "doc388" 28 3 5 3 "expert"
"2974" "subj71" "doc435" 28 4 5 4 "expert"
"2975" "subj71" "doc226" 28 5 4 5 "expert"
"2976" "subj71" "doc099" 28 6 1 9 "expert"
"2977" "subj71" "doc206" 28 7 3 8 "expert"
"2978" "subj71" "doc533" 28 8 4 7 "expert"
"2979" "subj71" "doc322" 28 9 4 6 "expert"
"2980" "subj71" "doc048" 28 10 1 10 "expert"
"2981" "subj71" "doc454" 29 1 2 10 "expert"
"2982" "subj71" "doc288" 29 2 5 2 "expert"
"2983" "subj71" "doc223" 29 3 3 8 "expert"
"2984" "subj71" "doc450" 29 4 4 6 "expert"
"2985" "subj71" "doc386" 29 5 2 9 "expert"
"2986" "subj71" "doc205" 29 6 5 5 "expert"
"2987" "subj71" "doc079" 29 7 5 3 "expert"
"2988" "subj71" "doc377" 29 8 5 1 "expert"
"2989" "subj71" "doc497" 29 9 5 4 "expert"
"2990" "subj71" "doc478" 29 10 4 7 "expert"
"2991" "subj71" "doc360" 30 1 1 10 "expert"
"2992" "subj71" "doc038" 30 2 5 1 "expert"
"2993" "subj71" "doc070" 30 3 5 2 "expert"
"2994" "subj71" "doc094" 30 4 4 7 "expert"
